Durationinseconds,LocationLatitude,LocationLongitude,ResponseID,id,hav_gender,male,female,gender_nonbinary,hav_age,age,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_75_plus,age_85_plus,age_34_less,age_35_54,age_55_plus,hav_hh_income,hh_income,hh_income_less_25k,hh_income_25k_35k,hh_income_35k_50k,hh_income_50k_75k,hh_income_75k_100k,hh_income_100k_150k,hh_income_150k_200k,hh_income_200k_plus,hh_income_less_50k,hh_income_50k_100k,hh_income_100k_plus,consent,honest,USA,state,hav_region,region_west,region_northeast,region_midwest,region_south,res_Hawaii,strat,fpc,pw,ZIP,province_Canada,ZIP_Canada,state_Australia,state_NewZealand,pastvisit_state_hawaii,visited_Maui,visited_Oahu,visited_BigIsland,visited_Kauai,visited_Molokai,visited_Lanai,futurevisit_state_hawaii,yes_futurevisit_state_hawaii,maybe_futurevisit_state_hawaii,futurevisit_Maui,futurevisit_Oahu,futurevisit_BigIsland,futurevisit_Kauai,futurevisit_Molokai,futurevisit_Lanai,futurevisit_not_sure,WhyTravelNo,WhyTravelMaybe,worried_covid_travel,other_travel_plans,do_not_make_plans_far_advance,worried_waiting_conditions,worried_waiting_vaccine,res_island,hav_FamiliarTNC,FamiliarTNC_Mission,levels_familarityTNC,NeverHeardTNC,HeardTNC_NotMission,SomewhatFamiliarTNC,FamiliarTNC_VisitedLands,levels_prev_donateTNC,prev_donateTNC,donateTNC_once,donateTNC_few,donateTNC_regularly,donateTNC_monthly,donateTNC_annually,prevTNC_amt_donate,prev_visitWaikamoi_Yes,prev_visitWaikamoi_No,prev_visitWaikamoi_NotSure,year_visit_Waikamoi,PrevKnowledge_Biodiversity,PrevKnowledge_Plants,PrevKnowledge_Kiwikiu,PrevKnowledge_Akoh,PrevKnowledge_HPetrel,PrevKnowledge_HOwl,PrevKnowledge_Nene,PrevKnowledge_Iiwi,PrevKnowledge_Apapane,PrevKnowledge_Amakihi,PrevKnowledge_Alauahio,PrevKnowledge_ROD,PrevKnowledge_Issues,PrevKnowledge_Invasives,PrevKnowledge_BiodiversityLoss,PrevKnowledge_AvianPox,PrevKnowledge_Waikamoi,CV_donate_yes,CV_donate_bid,CV_donate_certain,CV_NOTdonate_certain,CV_donate_amt,CV_protest,CV_not_afford,CV_othercauses,AwareHike,SignUpHike,SignUpHikeYes,SignUpHikeMaybe,No_SignUpHike_Birds,No_SignUpHike_WaterSports,No_SignUpHike_NoHike,cat_birds_observe,sea_shore_birds,waterfowl_birds,song_birds,humming_birds,raptor_birds,game_birds,tropical_birds,lister,life_lister,year_lister,hav_trip_100mi,trip_100mi_plus_more_monthly,trip_100mi_plus_monthly,trip_100mi_plus_quarterly,trip_100mi_plus_semi_yearly,trip_100mi_plus_once_year,trip_100mi_plus_once_twoyears,yes_freq_trip_100mi_plus,hav_dest,dest_driving,dest_fly,obsr_other,obsr_plants,obsr_bees,obsr_butterflies,obsr_dragonflies,obsr_otherwildlife,obsr_few_otherbirders,obsr_more_otherbirders,obsr_vistas,obsr_forests,obsr_freshwater,obsr_saltwater,obsr_fields,believeTNC,believeTNC_fully,TNC_level_protect_enough,society_level_protect_enough,hav_member,member_env_org,TNC_member,SierraClub_member,Audubon_member,ABA_member,Cornell_member,NWF_member,WWF_member,hav_politics,conservative_politics,hav_race,race_white,race_black,race_asian,race_indigenous,hav_hispanic,hispanic,hav_edu,edu_hs,edu_hs_orless,edu_aa,edu_college,edu_grad,edu_college_plus,edu_less_thancollege,hav_employed,employed,retired,looking_work,unemployed,part_time,household_size,hav_kids,kids,yes_kids,hav_married,married,levels_usage_Facebook,levels_usage_Instagram,levels_usage_Twitter,levels_usage_socialmedia,ag_levels_usage_socialmedia,socialmedia_user,pct_covid_hh_income_change,CV_donate_no,tot_yes,tot_no,prop_CV_donate_yes_full,tot_yes_certain,tot_no_certain,prop_CV_donate_yes_certain,CV_donate_pos
653,34.110992,-84.302498,R_1f3k8ax0VZxXgHF,389,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,11,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,30135,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,750,1,1,0,,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,3,1,2,1,1,0,1,1,1,1,1,0,22.5,1,37,81,.31355932,35,81,.30172414,0
815,28.872299,-82.345398,R_CdKiFhsNFfzzvoJ,493,1,1,0,0,1,80,0,0,0,0,0,0,1,1,0,0,0,1,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,34452,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,1,0,,1,0,0,0,0,0,0,0,0,"1,2,7",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,1,0,7,1,1,7,5,1,0,1,37,81,.31355932,35,81,.30172414,0
674,28.394302,-81.361504,R_qPfqwB8CMPIeqgV,165,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,32940,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,2,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,750,1,1,0,,1,0,0,1,0,1,0,0,0,"1,3,4,7",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5,1,2,1,1,0,1,6,1,6,4,1,-22.5,1,37,81,.31355932,35,81,.30172414,0
1388,21.453506,-158.0193,R_Q5RaVMUnF8IzCil,42,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96786,,,,,,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,750,1,1,0,,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,5,1,1,5,3,1,0,1,37,81,.31355932,35,81,.30172414,0
1064,21.408005,-157.97031,R_2c5iEmzgk8laI5I,1023,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96822,,,,,,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,,,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,750,1,1,25,,1,0,0,1,1,0,0,0,0,"3,7",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,"1,3,5,8,9,10,11,12",1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,1,1,1,0,6,5,6,6,4,1,-22.5,1,37,81,.31355932,35,81,.30172414,1
807,33.305405,-111.7401,R_u8spFqYN3coJjhL,104,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,85233,,,,,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,,,0,0,0,0,0,,1,1,4,0,0,0,1,4,1,0,0,1,1,0,300,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,750,1,1,750,,0,0,1,1,1,0,0,0,0,"1,3,4,7",1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,"1,3,4,5,10",1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,4,1,2,1,1,0,1,1,1,1,1,0,-37.5,0,37,81,.31355932,35,81,.30172414,1
912,21.357101,-157.9258,R_DFUyNJFmK0Bj8l3,958,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,200,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96819,,,,,,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,,0,0,0,1,1,0,0,0,0,"1,2,3,4,5,6,7",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,1,1,1,1,1,0,0,1,37,81,.31355932,35,81,.30172414,0
1818,21.332794,-158.0181,R_3QVtaFuSlVl068q,350,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96706,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,750,1,1,0,,0,0,0,0,0,0,0,0,1,"2,3,7",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,0,0,1,0,1,1,1,1,1,0,-37.5,1,37,81,.31355932,35,81,.30172414,0
697,32.9758,-80.186897,R_b7b9EcbePNqfG01,629,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,42,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,29483,,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,0,0,,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,1,37,81,.31355932,35,81,.30172414,0
631,19.653107,-155.9798,R_2tlBYp1EPFgQEFB,1013,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96740,,,,,,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,,,0,0,0,0,0,3,1,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,750,1,1,0,,0,1,0,0,0,0,0,1,0,"1,2,5,7",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,4,1,1,1,1,0,4,1,1,4,2,1,-10,1,37,81,.31355932,35,81,.30172414,0
862,37.665298,-77.5364,R_1j6vOnn0Hx5RKHn,445,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,48,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,22572,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,1,1,3,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,750,1,1,0,,1,0,0,1,0,1,0,0,0,"1,2,3,4,5,6,7",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"1,2,5,9,10,11",1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,3,1,2,1,1,0,6,4,4,6,4,1,0,1,37,81,.31355932,35,81,.30172414,0
1300,42.373703,-71.128403,R_2sXYp91cw07mHTu,381,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,2215,,,,,,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,750,1,1,750,,0,0,0,1,1,0,0,0,0,"2,3",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,1,0,6,6,6,6,4,1,-10,0,37,81,.31355932,35,81,.30172414,1
1576,21.433701,-158.1767,R_sATgUWJ7UqNM2eR,967,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96792,,,,,,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,,,0,0,0,0,0,1,1,1,4,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,750,1,1,750,,0,0,0,1,1,0,0,0,0,"1,5,7",1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"1,2,4,6,8,9,10,11",1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,1,0,7,7,1,7,5,1,-90,0,37,81,.31355932,35,81,.30172414,1
2169,34.031296,-118.3124,R_1HbfBnIH5NXP8S1,872,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,90018,,,,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,,0,0,0,0,0,,1,1,4,0,0,0,1,2,1,1,0,0,0,0,100,1,0,0,1997,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,750,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,5,1,0,0,1,0,3,3,6,6,4,1,37.5,1,37,81,.31355932,35,81,.30172414,0
673,21.289001,-157.8028,R_3j3EOc3LclgyLEs,925,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96707,,,,,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,0,0,0,0,0,2,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,750,1,1,0,,1,0,0,1,1,0,0,0,0,"4,7",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,1,1,1,0,6,7,1,7,5,1,-22.5,1,37,81,.31355932,35,81,.30172414,0
1914,21.298203,-157.84441,R_1kSMFoPzd4GFrc9,814,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96819,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,750,1,0,20,,1,0,0,1,1,0,0,0,0,"1,2,3,5,7",1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,6,6,6,6,4,1,-37.5,1,37,81,.31355932,35,81,.30172414,1
708,34.759903,-79.4673,R_2VloLA7KHzzpRgC,393,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,34,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,28352,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,2,1,0,0,0,0,,1,1,3,0,0,1,0,2,1,1,0,0,0,0,100,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,750,1,1,750,,0,0,1,1,1,0,0,0,0,"1,2,3,4,5,6,7",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,7,7,7,7,5,1,52.5,0,37,81,.31355932,35,81,.30172414,1
2679,34.751801,-82.2556,R_2s7GtJCiPyOiiNG,345,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,42,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,29681,,,,,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,,,0,0,0,0,0,,1,1,3,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,750,1,1,0,,0,1,0,0,0,0,0,0,1,"1,5,7",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,1,37,81,.31355932,35,81,.30172414,0
2574,39.494003,-77.4608,R_1g707QkOjjAUahG,720,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,21,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,21702,,,,,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,3,1,0,1,0,0,0,0,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,750,1,1,750,,0,0,0,1,1,0,0,0,0,"2,4,6",0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,"1,2,4,9,12",1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,4,1,2,1,1,0,6,4,5,6,4,1,-82.5,0,37,81,.31355932,35,81,.30172414,1
2060,40.005493,-74.997902,R_3oQFPyHyikhWvxG,331,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,24,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,55415,,,,,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,,,0,0,0,0,0,,1,1,4,0,0,0,1,4,1,0,0,1,0,1,0,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,750,1,1,750,,0,0,1,1,1,0,0,0,0,"1,3,5",1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"2,3,7",0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,1,1,1,0,6,5,7,7,5,1,-22.5,0,37,81,.31355932,35,81,.30172414,1
8831,21.345398,-158.0842,R_xttwbK0qyw2PPrj,822,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96707,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,0,0,0,0,0,2,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,750,1,1,0,,1,0,0,1,0,1,0,0,0,"5,6",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,4,1,0,0,1,0,4,4,1,4,2,1,10,1,37,81,.31355932,35,81,.30172414,0
1112,40.715698,-74,R_Rf9te3pIp0NqTW9,299,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,200,0,0,0,0,0,0,0,1,0,0,1,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,10013,,,,,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,,,0,0,0,0,0,,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,750,1,1,750,,0,0,1,1,1,0,0,0,0,"1,2,3,4,5",1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,"1,4,9,10,11",1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,7,7,7,7,5,1,0,0,37,81,.31355932,35,81,.30172414,1
833,40.704102,-73.618401,R_2U6h09XkzU7Yt9A,57,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,11554,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,750,1,1,0,,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,4,1,1,4,2,1,0,1,37,81,.31355932,35,81,.30172414,0
2072,42.889893,-85.614799,R_9KnPbtFkA8nb5SN,517,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,23,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,49508,,,,,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,4,0,1,0,0,1,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,750,1,1,0,,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,6,1,1,6,4,1,-67.5,1,37,81,.31355932,35,81,.30172414,0
